year,month,day,intake,avg_price,gap,rate
2015,9,15,26,1516,11,Special
2015,9,16,188,1356,2,HIGH
2015,9,16,27,1474,-42,Special
2015,9,17,200,1363,7,HIGH
2015,9,17,28,1502,28,Special
2015,9,18,216,1344,-19,HIGH
2015,9,18,31,1505,3,Special
2015,9,19,154,1332,-12,HIGH
2015,9,19,22,1478,-27,Special
2015,9,21,187,1341,9,HIGH
2015,9,21,27,1486,8,Special
2015,9,22,183,1367,26,HIGH
2015,9,22,26,1564,78,Special
2015,9,23,195,1378,11,HIGH
2015,9,23,28,1527,-37,Special
2015,9,24,188,1384,6,HIGH
2015,9,24,27,1548,21,Special
2015,9,25,151,1361,-23,HIGH
2015,9,25,22,1476,-72,Special
2015,9,30,184,1323,-38,HIGH
2015,9,30,26,1429,-47,Special
2015,10,1,92,1350,27,HIGH
2015,10,1,13,1487,58,Special
2015,10,2,146,1371,21,HIGH
2015,10,2,21,1490,3,Special
2015,10,3,75,1447,76,HIGH
2015,10,3,11,1580,90,Special
2015,10,5,136,1489,42,HIGH
2015,10,5,20,1650,70,Special
2015,10,6,145,1541,52,HIGH
2015,10,6,21,1720,70,Special
2015,10,7,156,1546,5,HIGH
2015,10,7,22,1716,-4,Special
2015,10,8,212,1451,-95,HIGH
2015,10,8,30,1558,-158,Special
2015,10,9,142,1445,-6,HIGH
2015,10,9,20,1544,-14,Special
2015,10,10,131,1411,-34,HIGH
2015,10,10,19,1549,5,Special
2015,10,12,167,1375,-36,HIGH
2015,10,12,24,1543,-6,Special
2015,10,13,131,1365,-10,HIGH
2015,10,13,19,1511,-32,Special
2015,10,14,106,1388,23,HIGH
2015,10,14,15,1559,48,Special
2015,10,15,145,1385,-3,HIGH
2015,10,15,21,1556,-3,Special
2015,10,16,172,1365,-20,HIGH
2015,10,16,25,1521,-35,Special
2015,10,17,118,1376,11,HIGH
2015,10,17,17,1501,-20,Special
2015,10,19,107,1392,16,HIGH
2015,10,19,15,1555,54,Special
2015,10,20,134,1408,16,HIGH
2015,10,20,19,1538,-17,Special
2015,10,21,138,1424,16,HIGH
2015,10,21,20,1535,-3,Special
2015,10,22,143,1418,-6,HIGH
2015,10,22,20,1532,-3,Special
2015,10,23,103,1456,38,HIGH
2015,10,23,15,1596,64,Special
2015,10,24,107,1527,71,HIGH
2015,10,24,15,1667,71,Special
2015,10,26,155,1554,27,HIGH
2015,10,26,22,1697,30,Special
2015,10,27,187,1509,-45,HIGH
2015,10,27,27,1669,-28,Special
2015,10,28,145,1480,-29,HIGH
2015,10,28,21,1626,-43,Special
2015,10,29,132,1470,-10,HIGH
2015,10,29,19,1650,24,Special
2015,10,30,146,1465,-5,HIGH
2015,10,30,21,1598,-52,Special
2015,10,31,124,1477,12,HIGH
2015,10,31,18,1579,-19,Special
2015,11,2,141,1477,0,HIGH
2015,11,2,20,1612,33,Special
2015,11,3,121,1509,32,HIGH
2015,11,3,17,1591,-21,Special
2015,11,4,120,1571,62,HIGH
2015,11,4,17,1669,78,Special
2015,11,5,125,1639,68,HIGH
2015,11,5,18,1718,49,Special
2015,11,6,121,1717,78,HIGH
2015,11,6,17,1800,82,Special
2015,11,7,138,1721,4,HIGH
2015,11,7,20,1846,46,Special
2015,11,9,145,1723,2,HIGH
2015,11,9,21,1844,-2,Special
2015,11,10,146,1696,-27,HIGH
2015,11,10,21,1874,30,Special
2015,11,11,140,1655,-41,HIGH
2015,11,11,20,1769,-105,Special
2015,11,12,167,1556,-99,HIGH
2015,11,12,24,1659,-110,Special
2015,11,13,169,1531,-25,HIGH
2015,11,13,24,1612,-47,Special
2015,11,14,114,1511,-20,HIGH
2015,11,14,16,1586,-26,Special
2015,11,16,107,1618,107,HIGH
2015,11,16,15,1711,125,Special
2015,11,17,131,1623,5,HIGH
2015,11,17,19,1681,-30,Special
2015,11,18,144,1618,-5,HIGH
2015,11,18,21,1725,44,Special
2015,11,19,135,1594,-24,HIGH
2015,11,19,19,1687,-38,Special
2015,11,20,140,1627,33,HIGH
2015,11,20,20,1703,16,Special
2015,11,21,87,1749,122,HIGH
2015,11,21,12,1824,121,Special
2015,11,23,85,1943,194,HIGH
2015,11,23,12,2048,224,Special
2015,11,24,161,1822,-121,HIGH
2015,11,24,23,1920,-128,Special
2015,11,25,119,1839,17,HIGH
2015,11,25,17,1968,48,Special
2015,11,26,136,1833,-6,HIGH
2015,11,26,19,1962,-6,Special
2015,11,27,150,1816,-17,HIGH
2015,11,27,21,1926,-36,Special
2015,11,28,119,1792,-24,HIGH
2015,11,28,17,1853,-73,Special
2015,11,30,162,1784,-8,HIGH
2015,11,30,23,1876,23,Special
2015,12,1,134,1776,-8,HIGH
2015,12,1,19,1862,-14,Special
2015,12,2,161,1762,-14,HIGH
2015,12,2,23,1847,-15,Special
2015,12,3,129,1714,-48,HIGH
2015,12,3,18,1814,-33,Special
2015,12,4,118,1625,-89,HIGH
2015,12,4,17,1734,-80,Special
2015,12,5,81,1601,-24,HIGH
2015,12,5,12,1735,1,Special
2015,12,7,94,1660,59,HIGH
2015,12,7,13,1763,28,Special
2015,12,8,96,1646,-14,HIGH
2015,12,8,14,1742,-21,Special
2015,12,9,133,1588,-58,HIGH
2015,12,9,19,1707,-35,Special
2015,12,10,136,1573,-15,HIGH
2015,12,10,19,1717,10,Special
2015,12,11,95,1571,-2,HIGH
2015,12,11,14,1701,-16,Special
2015,12,12,87,1570,-1,HIGH
2015,12,12,12,1683,-18,Special
2015,12,14,99,1582,12,HIGH
